MONTH,CUSTOMER_ID,SERVICE_ID,CONTRACTS,TOTAL_SAAS_REVENUE_USD
2023-12-01,21512,9,3,4500
2023-10-01,105100,9,1,1500
2023-07-01,195244,9,1,1805.79
2023-08-01,47528,9,1,1200
2023-11-01,162548,9,2,3594
2023-10-01,337488,9,2,3174
2023-08-01,246640,9,1,1797.99
2023-09-01,214516,9,1,1497
2023-12-01,155480,9,1,1797
2023-12-01,441164,9,2,2880
2023-08-01,195592,9,2,3594
2023-09-01,301928,9,1,1797
2023-07-01,207536,9,1,1786.29
2023-09-01,127608,9,2,3000
2023-07-01,197376,9,1,1794.69
2023-10-01,281852,9,1,1440
2023-08-01,24324,9,1,1797
2023-10-01,199096,9,1,1797
2023-12-01,15292,9,1,1797
2023-11-01,437572,9,1,1650
2023-10-01,18284,9,1,1500
2023-08-01,144104,9,2,3594
2023-12-01,455652,9,1,1797
2023-08-01,189900,9,3,5391
2023-07-01,179628,9,2,3609.6
2023-11-01,182088,9,1,1797
2023-07-01,202160,9,3,4783.92
2023-12-01,253104,9,1,1797
2023-12-01,100480,9,2,3594
2023-08-01,210712,9,2,3594
2023-11-01,215476,9,2,3594
2023-10-01,339532,9,1,1797
2023-08-01,291492,9,1,1797
2023-11-01,119840,9,1,1500
2023-07-01,217780,9,2,2096.97
2023-10-01,190724,9,1,1575
2023-11-01,300540,9,2,2400
2023-10-01,159568,9,2,3594
2023-08-01,211752,9,4,3600
2023-09-01,43436,9,3,5391
2023-08-01,112436,9,1,1500
2023-10-01,146844,9,1,1500
2023-12-01,257336,9,3,5391
2023-10-01,216856,9,1,1797
2023-07-01,208744,9,1,1281.87
2023-08-01,171676,9,1,1797
2023-10-01,15020,9,3,4500
2023-09-01,219424,9,1,1797
2023-09-01,161196,9,2,3594
2023-10-01,153228,9,1,1797
2023-07-01,149744,9,1,1496.31
2023-08-01,166996,9,3,4317.6
2023-10-01,98864,9,1,1500
2023-08-01,219604,9,1,1797
2023-10-01,114928,9,3,2550
2023-07-01,118368,9,2,2974.8
2023-12-01,181724,9,1,1797
2023-10-01,168648,9,2,3594
2023-08-01,236632,28,1,147
2023-08-01,171992,28,3,441
2023-08-01,294568,28,1,147
2023-09-01,278812,28,3,441
2023-12-01,222148,28,4,588
2023-12-01,154024,28,3,441
2023-11-01,168036,9,2,3594
2023-09-01,307468,28,1,147
2023-07-01,199068,28,3,441
2023-12-01,229576,34,1,150
2023-08-01,55472,9,1,1200
2023-08-01,203684,9,2,1200
2023-11-01,293628,9,1,1170
2023-07-01,228952,9,1,1791.57
2023-08-01,135420,9,2,3000
2023-07-01,167920,9,1,1790.19
2023-09-01,259176,9,1,1797
2023-09-01,107224,9,1,1500
2023-08-01,276204,9,1,1440
2023-12-01,218340,9,1,1797
2023-12-01,226508,9,3,4500
2023-07-01,220488,9,1,1042.86
2023-12-01,216032,9,2,3234
2023-11-01,232784,9,1,1497
2023-12-01,240472,9,2,5391
2023-12-01,170560,9,1,1575
2023-12-01,227852,9,1,1350
2023-07-01,138620,9,2,2977.83
2023-09-01,325364,9,1,1797
2023-11-01,325364,9,2,3594
2023-12-01,99044,9,1,1500
2023-10-01,266296,9,1,1797
2023-12-01,96808,9,3,4797
2023-07-01,134036,9,1,1797.96
2023-07-01,272264,9,1,1496.85
2023-07-01,163968,9,1,1791.69
2023-09-01,131248,9,4,5388
2023-08-01,287408,9,1,1797
2023-10-01,340372,9,1,1797
2023-11-01,461240,9,1,1797
2023-10-01,272924,9,1,1497
2023-10-01,190476,9,1,1797
2023-08-01,200476,9,1,1797
2023-11-01,45916,9,1,1500
2023-09-01,308812,9,2,3594
2023-12-01,303344,9,4,5760
2023-11-01,15132,9,1,1500
2023-10-01,268708,9,1,1797
2023-07-01,122148,9,2,2979.42
2023-08-01,149572,9,1,1800
2023-08-01,284940,9,2,2880
2023-12-01,198000,9,1,1497
2023-10-01,30456,9,1,1638
2023-09-01,195268,5,1,975
2023-07-01,149748,9,1,1483.08
2023-07-01,117724,28,2,60
2023-12-01,215116,5,1,9000
2023-09-01,219564,28,5,735
2023-10-01,245248,28,3,0
2023-10-01,203396,28,1,0
2023-09-01,109220,28,3,225
2023-07-01,215972,28,2,294
2023-08-01,266196,28,2,150
2023-10-01,296376,28,1,147
2023-12-01,22736,28,2,150
2023-11-01,105776,28,3,441
2023-07-01,202664,28,2,147
2023-10-01,312064,5,1,975
2023-11-01,334140,9,1,1500
2023-10-01,245248,5,3,8031.6
2023-11-01,106464,34,2,300
2023-08-01,15584,28,1,0
2023-08-01,241624,28,3,315
2023-12-01,418640,28,1,147
2023-07-01,187864,34,2,300
2023-12-01,281548,28,1,147
2023-12-01,105996,28,1,147
2023-08-01,173056,28,2,294
2023-10-01,305064,34,1,150
2023-10-01,143056,28,1,147
2023-09-01,152300,28,1,147
2023-11-01,192536,28,1,147
2023-10-01,203880,28,3,441
2023-11-01,125248,28,2,180
2023-09-01,212052,28,5,735
2023-11-01,232224,28,1,147
2023-09-01,299540,28,2,294
2023-09-01,156660,28,2,294
2023-12-01,424312,28,2,294
2023-12-01,293616,28,2,294
2023-11-01,433580,28,3,441
2023-07-01,126984,34,1,150
2023-09-01,151220,28,1,75
2023-08-01,334392,28,2,294
2023-09-01,223312,28,4,420
2023-09-01,147604,28,1,147
2023-09-01,160324,28,4,588
2023-08-01,255696,28,2,294
2023-10-01,199816,28,2,294
2023-10-01,132288,28,2,294
2023-09-01,251432,34,7,1050
2023-11-01,347240,5,1,2400
2023-08-01,186140,28,2,0
2023-12-01,120744,28,1,147
2023-08-01,150344,28,1,147
2023-10-01,100200,28,2,294
2023-09-01,303212,28,1,0
2023-12-01,184296,28,1,147
2023-10-01,184296,28,1,147
2023-08-01,273224,28,3,441
2023-08-01,16220,28,1,147
2023-07-01,204344,5,2,11345.46
2023-12-01,204344,5,2,22551.42
2023-12-01,135796,28,1,147
2023-09-01,228128,28,2,294
2023-11-01,148032,5,1,2087.79
2023-11-01,158076,28,1,147
2023-11-01,104712,28,6,450
2023-09-01,20716,28,3,441
2023-07-01,257220,5,1,975
2023-08-01,192520,5,1,1197
2023-10-01,196232,5,1,1125
2023-07-01,180728,28,1,147
2023-07-01,171096,28,4,480
2023-07-01,122168,28,3,441
2023-12-01,264280,34,1,300
2023-09-01,242656,28,5,735
2023-07-01,152144,28,1,75
2023-07-01,212684,28,1,147
2023-09-01,212684,28,1,147
2023-07-01,156340,28,4,588
2023-11-01,50872,28,1,147
2023-11-01,173036,34,1,150
2023-12-01,18860,28,4,588
2023-07-01,136340,28,2,294
2023-10-01,224824,34,1,150
2023-11-01,224824,34,1,150
2023-12-01,446032,28,1,147
2023-10-01,166304,34,1,150
2023-08-01,157396,34,2,300
2023-08-01,346152,28,2,294
2023-07-01,287536,28,1,147
2023-11-01,266368,28,1,147
2023-10-01,56204,28,11,825
2023-12-01,245620,28,1,147
2023-10-01,340204,28,1,147
2023-11-01,16640,28,1,147
2023-08-01,170608,28,1,147
2023-12-01,340084,28,3,352.8
2023-10-01,252360,34,1,150
2023-11-01,344292,28,5,735
2023-07-01,145136,34,1,150
2023-10-01,427636,28,1,147
2023-10-01,22320,28,4,588
2023-11-01,136328,28,6,882
2023-09-01,299956,28,1,0
2023-10-01,291776,28,1,147
2023-12-01,14212,28,3,18
2023-08-01,151532,34,2,300
2023-09-01,21048,28,1,147
2023-11-01,251476,5,1,3960
2023-11-01,341408,28,1,147
2023-10-01,137980,28,3,441
2023-11-01,280100,28,3,441
2023-12-01,294644,28,1,147
2023-09-01,256956,28,3,441
2023-10-01,134844,34,4,600
2023-11-01,210892,28,1,147
2023-07-01,217732,28,2,294
2023-08-01,193804,34,1,150
2023-09-01,190612,34,1,150
2023-12-01,193556,34,2,300
2023-09-01,165548,28,2,294
2023-11-01,266400,28,1,147
2023-12-01,266400,28,1,147
2023-12-01,280112,28,2,294
2023-11-01,199316,28,3,441
2023-08-01,266232,28,1,147
2023-07-01,32448,28,3,441
2023-11-01,132060,28,6,882
2023-08-01,37452,28,3,270
2023-09-01,415972,28,3,441
2023-07-01,20516,28,4,300
2023-08-01,113536,28,2,294
2023-08-01,128672,28,2,294
2023-12-01,211656,28,3,441
2023-09-01,23404,28,2,150
2023-07-01,23404,28,2,150
2023-11-01,177932,28,1,147
2023-11-01,18516,28,6,630
2023-11-01,291584,28,3,441
2023-12-01,111344,28,4,468
2023-09-01,18980,28,7,735
2023-12-01,151976,28,2,294
2023-12-01,37840,28,1,147
2023-10-01,19284,28,2,0
2023-12-01,103940,28,2,294
2023-07-01,175220,28,1,147
2023-07-01,275860,28,2,270
2023-11-01,275112,5,1,975
2023-08-01,17956,28,1,147
2023-10-01,279576,28,1,0
2023-08-01,108604,28,1,147
2023-08-01,312120,28,1,0
2023-12-01,99416,28,1,147
2023-07-01,22628,28,2,294
2023-09-01,110856,28,3,441
2023-07-01,171780,9,2,3570.39
2023-11-01,278508,9,1,1797
2023-12-01,216556,9,1,1797
2023-07-01,204088,9,1,1197.84
2023-10-01,47672,9,1,1350
2023-11-01,247872,9,2,3594
2023-12-01,162916,9,1,1797
2023-08-01,227468,9,1,1797
2023-10-01,342636,9,3,2700
2023-07-01,254160,9,2,2859.36
2023-11-01,417316,9,1,1350
2023-07-01,16600,9,1,1500
2023-12-01,178900,9,1,1797
2023-08-01,243824,9,4,5760
2023-12-01,27180,9,2,3594
2023-11-01,199528,9,1,1797
2023-10-01,126332,9,1,1797
2023-07-01,127344,9,1,1207.86
2023-10-01,335284,9,1,1797
2023-12-01,141756,9,2,3000
2023-08-01,222124,9,2,3594.99
2023-10-01,128992,9,2,3000
2023-12-01,266296,9,1,1797
2023-09-01,243764,9,1,1797
2023-07-01,258440,9,2,3267.6
2023-07-01,196696,9,1,1605.75
2023-09-01,331692,9,1,1617
2023-12-01,298336,9,1,1797
2023-09-01,210656,9,2,3594
2023-07-01,193320,9,3,5357.97
2023-10-01,417240,9,1,1440
2023-11-01,179944,9,4,6000
2023-08-01,286652,9,2,2880
2023-11-01,435064,9,1,1797
2023-09-01,29472,9,1,1200
2023-10-01,304028,9,1,1797
2023-07-01,24020,9,2,2681.97
2023-07-01,205624,9,1,1793.49
2023-11-01,189816,9,1,1797
2023-08-01,327512,9,1,1500
2023-07-01,131868,9,1,1448.04
2023-12-01,143036,9,1,1797
2023-11-01,203848,9,1,1200
2023-11-01,249704,9,2,2400
2023-12-01,219516,9,2,3594.99
2023-12-01,158468,9,1,1797
2023-11-01,164908,9,1,1797
2023-11-01,198000,9,1,1497
2023-08-01,21448,9,1,1797
2023-10-01,214312,9,1,1500
2023-07-01,222584,9,1,1775.82
2023-09-01,187096,9,2,3594
2023-08-01,264660,9,3,5838
2023-07-01,257908,9,4,7138.08
2023-11-01,433892,9,1,1797
2023-10-01,137908,9,1,1500
2023-07-01,19484,9,1,1798.71
2023-10-01,202040,9,1,1500
2023-07-01,248820,28,2,294
2023-07-01,20648,28,3,441
2023-07-01,174840,5,4,588
2023-08-01,242444,28,3,441
2023-10-01,267400,28,1,147
2023-09-01,137840,28,1,147
2023-08-01,130900,34,2,300
2023-09-01,312064,28,1,0
2023-11-01,25372,28,2,294
2023-07-01,134104,34,2,300
2023-12-01,278496,28,2,294
2023-09-01,164924,28,3,351
2023-09-01,20048,28,1,105
2023-10-01,418640,28,1,147
2023-09-01,413168,28,1,147
2023-10-01,159568,28,4,300
2023-09-01,159208,28,3,315
2023-09-01,26404,28,1,147
2023-08-01,201684,34,1,150
2023-10-01,151452,28,2,210
2023-12-01,28884,28,1,147
2023-12-01,430240,28,1,147
2023-10-01,141344,28,1,0
2023-11-01,53356,28,1,147
2023-12-01,151124,5,1,1620
2023-11-01,54724,28,2,150
2023-07-01,277500,5,1,900
2023-09-01,258580,5,1,1197
2023-09-01,292736,28,2,294
2023-09-01,21808,34,2,300
2023-08-01,16092,28,2,252
2023-07-01,16092,28,2,252
2023-08-01,211844,28,1,147
2023-10-01,325268,34,1,105
2023-08-01,28888,28,3,315
2023-08-01,241180,28,1,117
2023-12-01,433580,28,3,441
2023-09-01,251548,28,1,120
2023-09-01,279932,28,1,147
2023-10-01,125772,28,1,102
2023-08-01,125772,28,1,102
2023-11-01,457912,28,3,441
2023-09-01,280744,28,3,441
2023-12-01,341120,5,1,975
2023-11-01,138624,28,5,735
2023-10-01,431784,28,2,210
2023-11-01,252764,5,1,795
2023-10-01,321548,28,1,147
2023-12-01,303364,34,1,150
2023-11-01,260172,28,3,441
2023-08-01,196892,28,4,588
2023-11-01,113492,28,5,735
2023-11-01,23380,28,1,147
2023-12-01,163352,34,2,300
2023-12-01,163352,28,2,294
2023-12-01,215548,28,1,147
2023-08-01,258784,28,5,735
2023-08-01,260124,34,1,150
2023-11-01,282060,28,1,147
2023-11-01,282060,34,1,150
2023-07-01,138368,28,3,441
2023-12-01,232712,28,1,147
2023-11-01,277276,28,3,441
2023-09-01,56116,34,1,150
2023-08-01,184296,28,1,147
2023-09-01,184484,28,1,147
2023-07-01,133440,28,5,735
2023-08-01,331880,28,1,147
2023-07-01,128888,28,2,294
2023-09-01,204344,28,2,0
2023-10-01,256040,28,2,294
2023-10-01,245740,28,2,294
2023-08-01,25404,28,4,0
2023-11-01,111460,28,3,441
2023-08-01,26820,28,1,75
2023-10-01,98616,28,6,882
2023-09-01,38128,34,1,150
2023-11-01,158036,28,1,147
2023-08-01,308012,28,2,0
2023-12-01,442836,28,2,210
2023-09-01,180016,28,1,147
2023-11-01,212684,28,1,147
2023-08-01,54568,28,1,147
2023-07-01,150904,9,1,489.915
2023-11-01,182812,28,4,420
2023-07-01,98828,28,2,294
2023-09-01,283092,28,1,147
2023-08-01,24180,28,1,105
2023-12-01,100784,28,1,147
2023-09-01,176628,34,1,150
2023-08-01,21528,28,1,147
2023-08-01,264776,28,4,588
2023-07-01,224452,28,1,126
2023-11-01,133576,28,2,294
2023-10-01,157604,28,1,147
2023-10-01,24512,28,1,147
2023-11-01,20724,28,1,105
2023-10-01,308012,28,2,0
2023-10-01,210404,28,1,147
2023-12-01,28804,28,1,135
2023-10-01,106556,5,2,1950
2023-08-01,161124,28,1,147
2023-12-01,205944,28,1,147
2023-12-01,195664,28,6,882
2023-08-01,20956,28,3,90
2023-11-01,127344,28,1,147
2023-10-01,120640,28,3,0
2023-11-01,235768,28,1,147
2023-08-01,284700,28,1,147
2023-07-01,167644,28,1,87
2023-09-01,332896,28,4,588
2023-09-01,181320,28,3,306
2023-12-01,438928,28,1,147
2023-09-01,110908,28,1,147
2023-07-01,106888,28,2,294
2023-10-01,146816,28,3,270
2023-07-01,198564,34,1,150
2023-08-01,284892,28,1,147
2023-11-01,24240,28,2,294
2023-07-01,266232,28,1,147
2023-11-01,339168,28,3,441
2023-10-01,38844,28,2,294
2023-10-01,146796,28,1,147
2023-07-01,190092,28,3,441
2023-10-01,284244,28,1,147
2023-12-01,244000,28,1,102
2023-09-01,223308,28,1,0
2023-12-01,465556,28,2,294
2023-09-01,161344,28,1,147
2023-11-01,235396,28,4,588
2023-12-01,97984,28,2,210
2023-12-01,305032,28,1,147
2023-08-01,18440,28,1,147
2023-12-01,188332,9,1,1437
2023-08-01,105628,9,4,6000
2023-12-01,105036,9,2,2700
2023-12-01,180104,9,1,1200
2023-09-01,185428,9,2,2460
2023-09-01,178072,9,1,1527
2023-07-01,57284,9,2,2985.18
2023-12-01,198840,9,1,1050
2023-12-01,145956,9,1,1530
2023-07-01,319412,9,1,1786.14
2023-08-01,190572,9,1,1797
2023-12-01,20516,9,1,1500
2023-07-01,247872,9,1,1794.48
2023-07-01,25948,9,1,1614.24
2023-09-01,17984,9,1,1197
2023-11-01,249004,9,2,3000
2023-07-01,133736,9,3,4517.94
2023-12-01,339324,9,1,1797
2023-10-01,232784,9,1,1497
2023-09-01,344696,9,1,1620
2023-12-01,279740,9,1,1797
2023-10-01,187900,9,1,1797
2023-10-01,227468,9,1,1797
2023-09-01,121300,9,1,1500
2023-10-01,155252,9,2,3594
2023-10-01,409512,9,1,1497
2023-07-01,203824,9,3,5402.25
2023-10-01,104052,9,2,3000
2023-12-01,145584,9,1,1500
2023-12-01,272964,9,2,2880
2023-09-01,328136,9,1,1797
2023-12-01,93772,9,4,6000
2023-10-01,244852,9,1,1797
2023-12-01,437404,9,1,1797
2023-09-01,150540,9,2,3594
2023-08-01,184688,9,1,1797
2023-08-01,201084,9,1,1797
2023-08-01,19308,9,1,1797
2023-12-01,291944,9,4,7188
2023-07-01,168648,9,2,3611.22
2023-09-01,67636,9,1,1500
2023-11-01,16220,9,2,3000
2023-11-01,116752,9,1,1200
2023-12-01,24020,9,1,1500
2023-11-01,24404,9,1,1200
2023-09-01,234264,9,2,3594
2023-11-01,268708,9,1,1797
2023-08-01,22772,9,1,1797
2023-12-01,344772,9,1,1797
2023-12-01,302896,9,1,1350
2023-10-01,158392,9,4,6000
2023-07-01,25192,9,1,1492.29
2023-11-01,234460,9,2,3594
2023-12-01,329880,9,1,1320
2023-11-01,259124,9,3,3450
2023-10-01,245772,9,2,2094
2023-07-01,213312,9,1,1813.05
2023-07-01,275900,9,1,1784.19
2023-07-01,235492,9,1,1077
2023-11-01,286772,9,1,1797
2023-08-01,279452,28,1,147
2023-11-01,216396,28,1,147
2023-09-01,197808,28,1,0
2023-12-01,199248,28,1,147
2023-07-01,215116,5,1,7200
2023-12-01,278016,28,1,147
2023-11-01,257048,28,4,588
2023-11-01,173752,28,2,210
2023-07-01,296376,28,1,147
2023-11-01,341720,28,1,0
2023-10-01,284364,28,1,147
2023-09-01,231984,28,2,294
2023-12-01,217096,28,3,0
2023-10-01,22688,28,1,30
2023-08-01,184192,5,3,6075
2023-08-01,281548,28,1,147
2023-08-01,109396,34,1,150
2023-11-01,14468,28,3,441
2023-12-01,347292,28,1,147
2023-10-01,409712,28,1,147
2023-08-01,157436,28,4,588
2023-12-01,232840,28,1,147
2023-10-01,296040,5,2,1950
2023-12-01,199676,28,1,147
2023-10-01,277500,28,1,0
2023-08-01,127328,5,2,1500
2023-08-01,302232,28,1,147
2023-08-01,265096,28,1,147
2023-07-01,283300,28,2,294
2023-12-01,331668,28,1,120
2023-10-01,341120,5,1,975
2023-07-01,245020,28,2,294
2023-10-01,245020,28,2,294
2023-08-01,252764,28,1,0
2023-09-01,321548,28,1,147
2023-10-01,196892,28,4,588
2023-12-01,23380,28,2,294
2023-07-01,215548,28,1,147
2023-07-01,51124,28,1,147
2023-10-01,19660,28,4,300
2023-11-01,24636,28,1,105
2023-11-01,41076,28,2,294
2023-07-01,328176,28,1,147
2023-11-01,438452,28,1,147
2023-07-01,260124,34,1,150
2023-11-01,213000,28,2,294
2023-12-01,282060,34,1,169.35
2023-07-01,246832,28,1,75
2023-07-01,303212,28,1,0
2023-09-01,137384,28,4,588
2023-09-01,82552,34,1,150
2023-09-01,198632,28,1,0
2023-11-01,106552,28,1,147
2023-11-01,187876,5,2,1800
2023-08-01,159488,34,2,300
2023-07-01,255752,28,3,441
2023-11-01,169784,28,5,735
2023-09-01,128220,28,1,75
2023-12-01,278040,28,1,147
2023-08-01,15340,28,1,105
2023-08-01,185752,28,1,147
2023-10-01,138204,28,2,294
2023-08-01,294188,28,2,238.14
2023-12-01,20804,28,1,147
2023-07-01,209708,28,1,147
2023-12-01,38128,28,1,147
2023-10-01,246520,28,1,147
2023-12-01,464128,28,2,294
2023-12-01,192952,28,1,147
2023-07-01,153420,28,2,294
2023-10-01,103980,28,1,147
2023-11-01,264280,34,1,150
2023-11-01,290816,28,1,147
2023-09-01,134688,28,2,294
2023-08-01,152408,34,2,300
2023-12-01,50872,34,1,150
2023-11-01,450608,28,1,147
2023-08-01,193804,28,2,294
2023-12-01,284228,5,3,4612.5
2023-10-01,180100,28,1,147
2023-12-01,22044,28,2,294
2023-10-01,153160,28,5,735
2023-08-01,312908,28,1,147
2023-09-01,203308,28,5,0
2023-10-01,243012,28,2,294
2023-07-01,227740,28,2,294
2023-10-01,113004,28,1,75
2023-07-01,224208,34,1,150
2023-08-01,191668,28,1,75
2023-09-01,238452,28,1,147
2023-10-01,19220,28,2,294
2023-08-01,211252,28,2,294
2023-07-01,187060,28,1,75
2023-11-01,151308,28,3,441
2023-08-01,99312,28,1,147
2023-08-01,332408,28,1,147
2023-12-01,417472,28,1,147
2023-11-01,172308,28,3,441
2023-12-01,117956,28,2,150
2023-12-01,270012,28,1,75
2023-09-01,340680,28,1,0
2023-09-01,216924,28,2,294
2023-07-01,22428,9,1,648
2023-08-01,291776,28,1,147
2023-10-01,250360,28,1,147
2023-07-01,128288,28,6,666
2023-12-01,151336,34,2,300
2023-10-01,16064,9,1,442.2975
2023-08-01,234196,28,1,120
2023-11-01,234196,28,1,120
2023-10-01,268184,28,1,147
2023-11-01,267136,28,1,90
2023-10-01,151128,34,2,300
2023-11-01,428528,5,1,2127.09
2023-08-01,163884,34,3,450
2023-08-01,107248,28,2,294
2023-10-01,23064,28,1,147
2023-10-01,23404,28,2,150
2023-08-01,173624,28,1,147
2023-12-01,198564,34,1,150
2023-10-01,225364,28,1,147
2023-07-01,225364,28,1,147
2023-12-01,220472,28,1,147
2023-12-01,102108,34,1,150
2023-12-01,298904,28,1,105
2023-12-01,245020,28,3,441
2023-10-01,182556,5,2,742.5
2023-08-01,133576,34,2,300
2023-07-01,264996,28,1,147
2023-11-01,97580,28,2,150
2023-12-01,283188,28,1,147
2023-07-01,283188,28,1,147
2023-11-01,116312,28,1,102
2023-10-01,188992,28,2,294
2023-10-01,197412,34,1,150
2023-08-01,138388,9,5,7497
2023-12-01,20496,9,1,1500
2023-12-01,179080,9,2,3594
2023-09-01,43852,9,1,1797
2023-12-01,190924,9,1,1797.99
2023-09-01,27396,9,1,1200
2023-07-01,212508,9,4,6886.02
2023-12-01,213396,9,1,1077
2023-08-01,294352,9,1,1797
2023-07-01,287084,9,2,3551.19
2023-07-01,16752,9,3,3129.336
2023-11-01,144092,9,1,1500
2023-08-01,301368,9,1,1797
2023-11-01,274560,9,1,1797
2023-08-01,129280,9,1,1797
2023-11-01,220488,9,2,2094
2023-07-01,308360,9,2,3568.8
2023-12-01,426864,9,2,4194
2023-07-01,187160,9,1,1785.03
2023-11-01,102844,9,3,4500
2023-10-01,145960,9,1,1500
2023-09-01,324072,9,1,1797
2023-12-01,120260,9,2,3000
2023-07-01,199400,9,1,1508.58
2023-09-01,219196,9,2,3594
2023-10-01,133724,9,1,1500
2023-07-01,296668,34,1,150
2023-08-01,257484,28,1,147
2023-11-01,23292,28,1,147
2023-12-01,156036,9,2,3297
2023-12-01,106760,9,1,1500
2023-09-01,325328,28,1,147
2023-10-01,157840,28,5,735
2023-07-01,128656,28,1,147
2023-10-01,154564,28,2,294
2023-09-01,325712,28,3,441
2023-10-01,155352,28,2,294
2023-08-01,156556,28,3,441
2023-07-01,16352,28,2,294
2023-08-01,148808,28,1,147
2023-12-01,462088,28,3,441
2023-10-01,250556,28,1,0
2023-08-01,299444,28,1,147
2023-10-01,183688,34,1,150
2023-11-01,173732,9,1,1437
2023-09-01,31156,28,1,117
2023-09-01,285984,28,2,0
2023-09-01,41320,28,3,441
2023-07-01,20548,28,3,225
2023-12-01,434016,5,1,975
2023-08-01,181724,28,3,441
2023-07-01,275636,9,1,1806.93
2023-11-01,146004,9,1,1797.99
2023-11-01,341448,9,1,1797
2023-09-01,157312,9,2,3594
2023-10-01,188152,9,1,1797
2023-09-01,37092,9,1,1797
2023-08-01,215716,9,1,0
2023-09-01,337880,9,2,3000
2023-12-01,338780,9,3,4320
2023-11-01,275828,9,1,1437.6
2023-08-01,330184,9,1,1797
2023-10-01,342180,9,2,2880
2023-12-01,192712,9,1,1797
2023-12-01,214080,9,1,1797
2023-10-01,127588,9,1,1500
2023-08-01,34424,9,4,6000
2023-10-01,154164,9,1,1797
2023-11-01,154164,9,1,1797
2023-12-01,20504,9,1,1797
2023-07-01,133088,9,1,1492.38
2023-12-01,312532,9,1,1797
2023-12-01,335780,9,1,1797
2023-12-01,277072,9,1,1797
2023-07-01,138192,9,1,1499.13
2023-09-01,181572,9,1,1797
2023-07-01,32332,9,2,2691.06
2023-07-01,325004,28,1,75
2023-08-01,273056,28,4,588
2023-11-01,124180,28,6,450
2023-08-01,42064,28,1,0
2023-09-01,265256,28,2,294
2023-10-01,106032,34,2,300
2023-08-01,319392,28,1,0
2023-07-01,169832,28,1,147
2023-10-01,189320,34,1,150
2023-10-01,233616,28,1,147
2023-12-01,212540,28,3,441
2023-12-01,198632,28,2,210
2023-10-01,245864,28,1,147
2023-09-01,295476,28,4,468
2023-09-01,177708,28,1,147
2023-09-01,342964,28,2,0
2023-07-01,214372,34,1,150
2023-07-01,229344,28,1,147
2023-09-01,182440,5,1,1500
2023-09-01,293500,28,1,117.6
2023-11-01,252528,28,1,147
2023-11-01,336800,28,1,147
2023-12-01,26624,28,1,147
2023-09-01,25452,28,1,147
2023-08-01,134108,28,2,294
2023-10-01,14840,28,2,294
2023-09-01,19256,9,1,1797
2023-08-01,309128,28,2,294
2023-10-01,133916,28,1,75
2023-10-01,301688,28,2,294
2023-09-01,23780,28,2,210
2023-08-01,248300,28,1,147
2023-10-01,249396,28,2,294
2023-11-01,16596,28,2,210
2023-07-01,208136,28,2,294
2023-07-01,141352,28,2,294
2023-10-01,199192,28,1,147
2023-10-01,231648,9,3,5391
2023-09-01,179968,9,1,1500
2023-10-01,230580,9,1,840
2023-09-01,274444,9,1,1500
2023-07-01,282036,9,1,1188.15
2023-10-01,117540,9,3,5391
2023-12-01,229500,9,1,1500
2023-12-01,120800,9,1,1500
2023-10-01,163456,34,1,150
2023-10-01,196372,28,1,147
2023-12-01,182616,28,1,147
2023-11-01,23376,28,2,150
2023-08-01,324720,5,1,1599.51
2023-12-01,287348,28,3,441
2023-10-01,180604,28,1,147
2023-09-01,238496,28,1,147
2023-08-01,277112,28,1,147
2023-10-01,145680,28,1,75
2023-12-01,424312,34,1,150
2023-12-01,124644,34,1,150
2023-11-01,201576,28,5,735
2023-12-01,18388,28,2,294
2023-09-01,190180,28,3,225
2023-11-01,346448,28,1,147
2023-10-01,153108,28,3,360
2023-12-01,250600,5,3,4491
2023-11-01,300712,5,1,1575
2023-08-01,311848,28,1,147
2023-09-01,168136,28,1,147
2023-09-01,200360,28,1,0
2023-10-01,212252,28,2,294
2023-07-01,126036,28,1,147
2023-09-01,103748,34,1,150
2023-09-01,331884,34,1,150
2023-09-01,25044,34,1,150
2023-10-01,242624,5,1,3734.19
2023-09-01,242624,28,1,0
2023-12-01,147920,28,2,294
2023-09-01,204696,28,1,0
2023-12-01,342112,5,1,2016
2023-12-01,158672,28,2,294
2023-12-01,347320,28,1,111
2023-11-01,191252,28,1,147
2023-10-01,23684,28,2,234
2023-08-01,169824,28,3,441
2023-09-01,136408,28,1,147
2023-08-01,232636,9,1,1500
2023-07-01,130896,9,3,3589.95
2023-12-01,220692,9,1,1797
2023-11-01,67768,9,2,3000
2023-08-01,219612,9,2,3594
2023-12-01,118288,9,2,3000
2023-09-01,174352,9,1,1797
2023-09-01,175884,9,1,1440
2023-10-01,229608,9,1,1047
2023-09-01,229608,9,1,1047
2023-08-01,249156,9,1,1500
2023-12-01,14676,9,2,3162
2023-07-01,211248,9,1,1812.12
2023-10-01,154700,9,1,1440
2023-08-01,185836,9,1,1797
2023-09-01,135420,9,1,1500
2023-09-01,112240,9,4,5994
2023-11-01,247176,9,2,3594
2023-11-01,271252,9,1,1797
2023-09-01,196788,9,1,1200
2023-11-01,427796,9,1,1200
2023-08-01,244984,9,1,1797
2023-10-01,144656,9,1,1500
2023-08-01,132516,9,3,5391
2023-10-01,147208,9,5,7500
2023-08-01,192596,9,4,7188
2023-08-01,127580,28,3,441
2023-11-01,416652,34,1,150
2023-11-01,148860,28,1,147
2023-10-01,279808,28,2,294
